"VK-Auftrag";"VK";"VK-Position";"KundeName";"SpeditionsGruppe_ID_Nr";"SpeditionsGruppeBemerkung";"Warenempfänger"
"100080878";"100080878-12";12;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080879";"100080879-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080880";"100080880-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080881";"100080881-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080881";"100080881-11";11;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080883";"100080883-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080883";"100080883-20";20;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080884";"100080884-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080887";"100080887-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080892";"100080892-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080892";"100080892-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080895";"100080895-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080903";"100080903-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080903";"100080903-11";11;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080905";"100080905-10";10;"Sanitas Troesch AG, Sierre";1;"Sanitas Troesch AG";"H00000037"
"100080906";"100080906-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080906";"100080906-11";11;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080906";"100080906-12";12;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080906";"100080906-13";13;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080906";"100080906-14";14;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080906";"100080906-20";20;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080908";"100080908-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080911";"100080911-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080911";"100080911-20";20;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080912";"100080912-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080912";"100080912-11";11;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080912";"100080912-12";12;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080913";"100080913-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080915";"100080915-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080916";"100080916-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080917";"100080917-10";10;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100080917";"100080917-20";20;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100080917";"100080917-20";20;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100080918";"100080918-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100080919";"100080919-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080919";"100080919-20";20;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080919";"100080919-20";20;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080920";"100080920-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080920";"100080920-11";11;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080920";"100080920-20";20;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080924";"100080924-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100080927";"100080927-10";10;"Sanitas Troesch AG, Lamone";1;"Sanitas Troesch AG";"H00000038"
"100080927";"100080927-11";11;"Sanitas Troesch AG, Lamone";1;"Sanitas Troesch AG";"H00000038"
"100080928";"100080928-10";10;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100080928";"100080928-11";11;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100080928";"100080928-12";12;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100080929";"100080929-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080929";"100080929-11";11;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080935";"100080935-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080939";"100080939-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100080940";"100080940-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080940";"100080940-20";20;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080953";"100080953-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080953";"100080953-20";20;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080953";"100080953-21";21;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080954";"100080954-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080955";"100080955-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080955";"100080955-11";11;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080955";"100080955-12";12;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080955";"100080955-13";13;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080955";"100080955-20";20;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080957";"100080957-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080957";"100080957-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080958";"100080958-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080958";"100080958-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080958";"100080958-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080958";"100080958-30";30;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080958";"100080958-31";31;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080958";"100080958-32";32;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080960";"100080960-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080960";"100080960-11";11;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080960";"100080960-12";12;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080960";"100080960-13";13;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080961";"100080961-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080961";"100080961-11";11;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080961";"100080961-12";12;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080961";"100080961-13";13;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080962";"100080962-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080963";"100080963-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080964";"100080964-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100080964";"100080964-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100080965";"100080965-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100080965";"100080965-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100080968";"100080968-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080968";"100080968-20";20;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080971";"100080971-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080971";"100080971-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080971";"100080971-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080972";"100080972-10";10;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100080972";"100080972-11";11;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100080972";"100080972-12";12;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100080972";"100080972-13";13;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100080972";"100080972-20";20;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100080974";"100080974-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100080976";"100080976-10";10;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100080976";"100080976-11";11;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100080976";"100080976-12";12;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100080976";"100080976-13";13;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100080977";"100080977-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080977";"100080977-20";20;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080977";"100080977-21";21;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080977";"100080977-22";22;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080977";"100080977-23";23;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080977";"100080977-24";24;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080977";"100080977-25";25;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080977";"100080977-30";30;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100080979";"100080979-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100080980";"100080980-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080980";"100080980-11";11;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080980";"100080980-12";12;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080980";"100080980-13";13;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080980";"100080980-14";14;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080980";"100080980-20";20;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100080986";"100080986-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100080986";"100080986-20";20;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100080990";"100080990-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-12";12;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-13";13;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-14";14;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-30";30;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-40";40;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080990";"100080990-50";50;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080993";"100080993-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080993";"100080993-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100080996";"100080996-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100080996";"100080996-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100080996";"100080996-12";12;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100080996";"100080996-13";13;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100080997";"100080997-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100080999";"100080999-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081000";"100081000-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081001";"100081001-10";10;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081001";"100081001-11";11;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081002";"100081002-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081002";"100081002-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081002";"100081002-30";30;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081002";"100081002-40";40;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081002";"100081002-50";50;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081002";"100081002-60";60;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081005";"100081005-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081006";"100081006-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081007";"100081007-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081008";"100081008-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081011";"100081011-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100081016";"100081016-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081017";"100081017-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081017";"100081017-20";20;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081020";"100081020-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081021";"100081021-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081024";"100081024-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081029";"100081029-10";10;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081029";"100081029-11";11;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081030";"100081030-10";10;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081031";"100081031-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081031";"100081031-11";11;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081032";"100081032-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081032";"100081032-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081032";"100081032-12";12;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081032";"100081032-13";13;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081032";"100081032-14";14;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081033";"100081033-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081033";"100081033-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081034";"100081034-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081034";"100081034-11";11;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081034";"100081034-12";12;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081035";"100081035-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081036";"100081036-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081038";"100081038-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081038";"100081038-11";11;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081039";"100081039-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081039";"100081039-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081039";"100081039-12";12;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081040";"100081040-10";10;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081041";"100081041-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081042";"100081042-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081043";"100081043-10";10;"Sanitas Troesch AG, Dättwil";1;"Sanitas Troesch AG";"H00000022"
"100081044";"100081044-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081045";"100081045-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081045";"100081045-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081046";"100081046-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081046";"100081046-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081046";"100081046-12";12;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081046";"100081046-13";13;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081047";"100081047-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081048";"100081048-10";10;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100081050";"100081050-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081050";"100081050-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081051";"100081051-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081051";"100081051-20";20;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081051";"100081051-30";30;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081054";"100081054-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"P00000247"
"100081054";"100081054-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"P00000247"
"100081058";"100081058-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081058";"100081058-11";11;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081059";"100081059-10";10;"Sanitas Troesch AG, Toffen";1;"Sanitas Troesch AG";"H00000026"
"100081060";"100081060-10";10;"Sanitas Troesch AG, Lugano";1;"Sanitas Troesch AG";"H00000038"
"100081064";"100081064-10";10;"Sanitas Troesch AG, Lugano";1;"Sanitas Troesch AG";"H00000038"
"100081066";"100081066-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100081067";"100081067-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081067";"100081067-11";11;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081067";"100081067-12";12;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081068";"100081068-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081069";"100081069-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100081070";"100081070-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081071";"100081071-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081072";"100081072-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081072";"100081072-11";11;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081072";"100081072-12";12;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081073";"100081073-10";10;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081074";"100081074-10";10;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081074";"100081074-11";11;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081074";"100081074-12";12;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081076";"100081076-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081076";"100081076-11";11;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081077";"100081077-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081077";"100081077-11";11;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081077";"100081077-12";12;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081077";"100081077-13";13;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081078";"100081078-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081080";"100081080-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081080";"100081080-11";11;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081081";"100081081-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081081";"100081081-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081081";"100081081-21";21;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081081";"100081081-22";22;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081082";"100081082-10";10;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100081083";"100081083-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081083";"100081083-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081083";"100081083-12";12;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081083";"100081083-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081083";"100081083-21";21;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081083";"100081083-22";22;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081084";"100081084-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081084";"100081084-11";11;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081084";"100081084-12";12;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081085";"100081085-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081086";"100081086-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081086";"100081086-20";20;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081086";"100081086-21";21;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081086";"100081086-22";22;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081086";"100081086-23";23;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081087";"100081087-10";10;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081087";"100081087-20";20;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081087";"100081087-21";21;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081087";"100081087-22";22;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081087";"100081087-30";30;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081087";"100081087-40";40;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081087";"100081087-41";41;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081088";"100081088-10";10;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081088";"100081088-11";11;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081090";"100081090-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081091";"100081091-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081092";"100081092-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081092";"100081092-11";11;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
