"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"Lieferadresse";"KundeName";"Warenempfänger";"Land";"Handelspartner_Land";"Handelspartner_Adress_Nr";"Handelspartner_Name";"Handelspartener_Name_Zusatz";"Handelspartner_Strasse";"Handelspartner_Strasse_Nr";"Handelspartner_PLZ";"Handelspartner_Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt"
"9403.6000";"Holzmöbel";"300012217";"300012217-10";10;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;28.00;28.00;339.46;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012217";"300012217-11";11;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012217";"300012217-12";12;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012218";"300012218-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;68.00;68.00;552.26;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012219";"300012219-10";10;"Richter + Frenzel GmbH + CO. KG, Eriagstr. 11, DE-85053 Ingolstadt";"Richter + Frenzel Ingolstadt";"H00000348";"DE";"DE ";"H00000348";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Ingolstadt      ";"Eriagstr.";"11";"85053     ";"Ingolstadt                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;32.00;32.00;255.18;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012221";"300012221-10";10;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012221";"300012221-20";20;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012222";"300012222-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;35.50;35.50;463.75;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012222";"300012222-20";20;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;34.00;34.00;607.82;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012223";"300012223-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;32.00;32.00;475.52;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012225";"300012225-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;42.00;42.00;582.40;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012226";"300012226-10";10;"Richter + Frenzel GmbH + Co.KG, Breitungerstrasse 1, DE-36100 Petersberg b. Fulda";"Richter + Frenzel Fulda";"H00000354";"DE";"DE ";"H00000354";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Petersberg Fulda";"Breitungerstrasse";"1";"36100     ";"Petersberg b. Fulda           ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;37.00;37.00;533.90;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012227";"300012227-10";10;"Richter + Frenzel GmbH + CO. KG, Frauenauracherstr. 75, DE-91056 Erlangen";"Richter + Frenzel Erlangen";"H00000339";"DE";"DE ";"H00000339";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Erlangen        ";"Frauenauracherstr.";"75";"91056     ";"Erlangen                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;31.00;344.07;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012227";"300012227-11";11;"Richter + Frenzel GmbH + CO. KG, Frauenauracherstr. 75, DE-91056 Erlangen";"Richter + Frenzel Erlangen";"H00000339";"DE";"DE ";"H00000339";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Erlangen        ";"Frauenauracherstr.";"75";"91056     ";"Erlangen                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;29.00;29.00;403.82;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012229";"300012229-10";10;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;26.00;26.00;423.73;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012229";"300012229-20";20;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;35.50;35.50;454.80;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012229";"300012229-30";30;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;26.00;26.00;334.75;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"300012230";"300012230-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;12.00;12.00;197.04;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012230";"300012230-11";11;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";20.10.2011 00:00:00;20.10.2011 00:00:00;65.00;65.00;702.55;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012232";"300012232-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;70.00;70.00;750.48;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012234";"300012234-10";10;"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"H00000966";"DE";"DE ";"H00000966";"Richter + Frenzel Gmbh + Co. KG    ";"Niederlassung Kerpen- Türnich ";"Heisenbergstrasse";"40";"50169     ";"Kerpen- Türnich               ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;17.00;17.00;220.34;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"300012234";"300012234-20";20;"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"H00000966";"DE";"DE ";"H00000966";"Richter + Frenzel Gmbh + Co. KG    ";"Niederlassung Kerpen- Türnich ";"Heisenbergstrasse";"40";"50169     ";"Kerpen- Türnich               ";"DE-4949692               ";22.09.2011 00:00:00;28.09.2011 00:00:00;7.00;7.00;109.70;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012234";"300012234-30";30;"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"H00000966";"DE";"DE ";"H00000966";"Richter + Frenzel Gmbh + Co. KG    ";"Niederlassung Kerpen- Türnich ";"Heisenbergstrasse";"40";"50169     ";"Kerpen- Türnich               ";"DE-4949692               ";22.09.2011 00:00:00;28.09.2011 00:00:00;18.00;18.00;319.21;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012235";"300012235-10";10;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;30.00;30.00;716.58;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012235";"300012235-11";11;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;40.00;40.00;617.33;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012235";"300012235-12";12;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;32.00;32.00;449.01;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012235";"300012235-13";13;"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"H00000351";"DE";"DE ";"H00000351";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Passau          ";"Emil-Richter-Str.";"1";"94036     ";"Passau                        ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;40.00;40.00;696.80;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012236";"300012236-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;35.00;35.00;425.14;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012237";"300012237-10";10;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;24.00;24.00;459.51;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012237";"300012237-11";11;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;40.00;40.00;630.42;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012237";"300012237-12";12;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;32.00;32.00;400.19;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012237";"300012237-13";13;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;32.00;32.00;400.19;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012237";"300012237-14";14;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;37.00;37.00;533.90;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012238";"300012238-10";10;"Ries Sebastian, Raifeisenstrasse 25, DE-97519 Riedbach";"Richter + Frenzel Würzburg";"M00000041";"DE";;;;;;;;;;23.09.2011 00:00:00;30.09.2011 00:00:00;0.00;0.00;18.83;4.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012238";"300012238-20";20;"Ries Sebastian, Raifeisenstrasse 25, DE-97519 Riedbach";"Richter + Frenzel Würzburg";"M00000041";"DE";;;;;;;;;;23.09.2011 00:00:00;30.09.2011 00:00:00;0.00;0.00;4.05;2.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012238";"300012238-30";30;"Ries Sebastian, Raifeisenstrasse 25, DE-97519 Riedbach";"Richter + Frenzel Würzburg";"M00000041";"DE";;;;;;;;;;23.09.2011 00:00:00;30.09.2011 00:00:00;0.00;0.00;6.23;2.00;"Euro";19
"9403.6000";"Holzmöbel";"300012240";"300012240-10";10;"Franceschi Matthias GmbH, Frankfurter Strasse 198, DE-65779 Kelkheim";"Richter + Frenzel Mainz";"I00002747";"DE";;;;;;;;;;06.09.2011 00:00:00;06.09.2011 00:00:00;22.00;22.00;331.45;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012240";"300012240-11";11;"Franceschi Matthias GmbH, Frankfurter Strasse 198, DE-65779 Kelkheim";"Richter + Frenzel Mainz";"I00002747";"DE";;;;;;;;;;06.09.2011 00:00:00;06.09.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012241";"300012241-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;35.50;35.50;0.00;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012242";"300012242-10";10;"Ries Sebastian, Raifeisenstrasse 25, DE-97519 Riedbach";"Richter + Frenzel Würzburg";"M00000041";"DE";;;;;;;;;;08.09.2011 00:00:00;08.09.2011 00:00:00;45.00;45.00;0.00;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012242";"300012242-11";11;"Ries Sebastian, Raifeisenstrasse 25, DE-97519 Riedbach";"Richter + Frenzel Würzburg";"M00000041";"DE";;;;;;;;;;08.09.2011 00:00:00;08.09.2011 00:00:00;45.00;45.00;0.00;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012242";"300012242-20";20;"Ries Sebastian, Raifeisenstrasse 25, DE-97519 Riedbach";"Richter + Frenzel Würzburg";"M00000041";"DE";;;;;;;;;;08.09.2011 00:00:00;08.09.2011 00:00:00;65.00;65.00;0.00;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012245";"300012245-10";10;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012246";"300012246-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;22.00;22.00;331.45;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012246";"300012246-11";11;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012247";"300012247-10";10;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;39.50;39.50;625.71;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012247";"300012247-11";11;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;30.00;30.00;378.53;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012248";"300012248-10";10;"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn";"Richter + Frenzel Büttelborn";"H00000363";"DE";"DE ";"H00000363";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Büttelborn      ";"Hessenring";"25";"64572     ";"Büttelborn                    ";"DE-4949692               ";08.09.2011 00:00:00;08.09.2011 00:00:00;40.00;40.00;0.00;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012249";"300012249-10";10;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;24.00;24.00;483.52;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012249";"300012249-11";11;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;40.00;40.00;510.36;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012249";"300012249-12";12;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;22.00;22.00;313.56;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012250";"300012250-10";10;"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"H00000360";"DE";"DE ";"H00000360";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Aschaffenburg   ";"Benzstrasse";"1";"63741     ";"Aschaffenburg                 ";"DE-4949692               ";09.09.2011 00:00:00;09.09.2011 00:00:00;35.50;35.50;377.59;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012251";"300012251-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012251";"300012251-11";11;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012251";"300012251-12";12;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;29.00;29.00;465.16;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012252";"300012252-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;19.00;19.00;407.72;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012255";"300012255-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;31.00;62.00;764.60;2.00;"Euro";19
"9403.6000";"Holzmöbel";"300012255";"300012255-11";11;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012255";"300012255-12";12;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";06.09.2011 00:00:00;06.09.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19
